positivas,negativas,total,pos_periodo,neg_periodo,tot_periodo,tempo_id,servico_id
2,0,2,0,0,0,2,1334
2,1,3,0,0,0,2,1335
2,1,3,0,0,0,2,1336
4,6,10,0,0,0,2,1337
2,3,5,0,0,0,2,1338
1,1,2,0,0,0,2,1339
3,5,8,0,0,0,2,1340
8,0,8,0,0,0,2,1341
1,0,1,0,0,0,2,1342
0,1,1,0,0,0,2,1343
2,2,4,0,0,0,2,1344
2,0,2,0,0,0,2,1345
0,0,0,0,0,0,2,1346
0,0,0,0,0,0,2,1347
0,3,3,0,0,0,2,1348
1,4,5,0,1,1,2,1349
3,3,6,0,0,0,2,1350
4,6,10,0,1,1,2,1351
0,0,0,0,0,0,2,1352
0,0,0,0,0,0,2,1353
5,2,7,1,0,1,2,1354
0,0,0,0,0,0,2,1355
1,1,2,0,0,0,2,1356
0,1,1,0,0,0,2,1357
2,2,4,1,0,1,2,1358
4,0,4,1,0,1,2,1359
5,3,8,0,2,2,2,1360
22,23,45,0,0,0,2,1361
1,2,3,0,0,0,2,1362
4,4,8,0,0,0,2,1363
1,1,2,0,0,0,2,1364
0,0,0,0,0,0,2,1365
2,1,3,0,0,0,2,1366
3,3,6,1,0,1,2,1367
0,1,1,0,0,0,2,1368
2,1,3,0,0,0,2,1369
0,0,0,0,0,0,2,1370
5,0,5,0,0,0,2,1371
1,0,1,0,0,0,2,1372
2,0,2,0,0,0,2,1373
6,6,12,0,0,0,2,1374
1,1,2,0,0,0,2,1375
1,0,1,0,0,0,2,1376
1,0,1,0,0,0,2,1377
0,0,0,0,0,0,2,1378
0,0,0,0,0,0,2,1379
0,0,0,0,0,0,2,1380
0,0,0,0,0,0,2,1381
4,0,4,0,0,0,2,1382
36,26,62,0,0,0,2,1383
2,2,4,0,0,0,2,1384
4,0,4,0,0,0,2,1385
3,2,5,0,0,0,2,1386
4,0,4,0,0,0,2,1387
2,4,6,0,0,0,2,1388
3,4,7,0,0,0,2,1389
2,0,2,1,0,1,2,1390
5,3,8,0,0,0,2,1391
2,0,2,0,0,0,2,1392
3,1,4,0,0,0,2,1393
1,1,2,0,0,0,2,1394
23,91,114,1,2,3,2,1395
2,0,2,1,0,1,2,1396
2,2,4,0,0,0,2,1397
0,0,0,0,0,0,2,1398
5,5,10,0,0,0,2,1399
2,0,2,1,0,1,2,1400
4,1,5,1,0,1,2,1401
3,0,3,0,0,0,2,1402
12,8,20,2,2,4,2,1403
1,3,4,0,1,1,2,1404
2,7,9,0,1,1,2,1405
4,0,4,0,0,0,2,1406
3,3,6,0,0,0,2,1407
6,0,6,0,0,0,2,1408
1,2,3,0,0,0,2,1409
1,0,1,0,0,0,2,1410
6,1,7,0,0,0,2,1411
6,3,9,0,0,0,2,1412
2,4,6,1,0,1,2,1413
2,6,8,0,0,0,2,1414
3,0,3,0,0,0,2,1415
4,5,9,0,0,0,2,1416
1,0,1,0,0,0,2,1417
5,21,26,0,1,1,2,1418
9,2,11,0,0,0,2,1419
6,5,11,0,1,1,2,1420
3,5,8,0,0,0,2,1421
1,0,1,0,0,0,2,1422
1,2,3,0,0,0,2,1423
22,11,33,0,0,0,2,1424
5,14,19,0,0,0,2,1425
139,166,305,8,7,15,2,1426
1,1,2,0,0,0,2,1427
1,1,2,0,0,0,2,1428
0,0,0,0,0,0,2,1429
5,1,6,1,0,1,2,1430
1,0,1,0,0,0,2,1431
0,1,1,0,1,1,2,1432
1,5,6,0,0,0,2,1433
2,0,2,0,0,0,2,1434
0,1,1,0,0,0,2,1435
5,2,7,0,0,0,2,1436
0,5,5,0,2,2,2,1437
3,2,5,0,0,0,2,1438
3,2,5,0,0,0,2,1439
3,0,3,0,0,0,2,1440
7,0,7,0,0,0,2,1441
2,2,4,0,0,0,2,1442
2,3,5,0,1,1,2,1443
4,0,4,1,0,1,2,1444
2,3,5,0,0,0,2,1445
0,1,1,0,0,0,2,1446
1,2,3,1,0,1,2,1447
0,0,0,0,0,0,2,1448
5,1,6,0,0,0,2,1449
0,1,1,0,1,1,2,1450
3,2,5,0,0,0,2,1451
0,0,0,0,0,0,2,1452
1,0,1,0,0,0,2,1453
3,1,4,0,1,1,2,1454
23,13,36,1,0,1,2,1455
3,3,6,0,0,0,2,1456
2,0,2,0,0,0,2,1457
2,0,2,0,0,0,2,1458
0,2,2,0,0,0,2,1459
1,2,3,0,0,0,2,1460
0,0,0,0,0,0,2,1461
4,1,5,0,0,0,2,1462
23,18,41,0,0,0,2,1463
0,1,1,0,0,0,2,1464
1,1,2,0,0,0,2,1465
4,1,5,1,1,2,2,1466
0,0,0,0,0,0,2,1467
4,0,4,1,0,1,2,1468
5,2,7,2,0,2,2,1469
5,1,6,0,0,0,2,1470
1,0,1,0,0,0,2,1471
2,2,4,0,0,0,2,1472
2,0,2,0,0,0,2,1473
2,4,6,0,0,0,2,1474
2,5,7,0,0,0,2,1475
46,5,51,1,1,2,2,1476
3,1,4,0,0,0,2,1477
2,4,6,0,0,0,2,1478
1,3,4,0,0,0,2,1479
1,0,1,0,0,0,2,1480
1,0,1,0,0,0,2,1481
3,2,5,2,0,2,2,1482
14,18,32,1,4,5,2,1483
9,1,10,0,0,0,2,1484
5,1,6,0,0,0,2,1485
1,3,4,0,0,0,2,1486
195,116,311,39,13,52,2,1487
1,0,1,0,0,0,2,1488
0,0,0,0,0,0,2,1489
3,0,3,0,0,0,2,1490
1,0,1,0,0,0,2,1491
4,1,5,0,0,0,2,1492
4,1,5,0,0,0,2,1493
2,4,6,0,0,0,2,1494
0,0,0,0,0,0,2,1495
9,2,11,0,0,0,2,1496
1,1,2,0,0,0,2,1497
4,0,4,1,0,1,2,1498
2,0,2,0,0,0,2,1499
23,3,26,0,0,0,2,1500
6,0,6,0,0,0,2,1501
4,0,4,0,0,0,2,1502
5,1,6,0,0,0,2,1503
4,0,4,0,0,0,2,1504
9,1,10,0,1,1,2,1505
1,0,1,0,0,0,2,1506
4,1,5,0,0,0,2,1507
11,2,13,0,0,0,2,1508
2,1,3,0,0,0,2,1509
2,0,2,1,0,1,2,1510
0,1,1,0,0,0,2,1511
5,7,12,0,0,0,2,1512
2,5,7,0,0,0,2,1513
0,0,0,-2,0,-2,2,1514
22,7,29,0,0,0,2,1515
0,0,0,0,0,0,2,1516
18,5,23,1,1,2,2,1517
1,0,1,0,0,0,2,1518
45,22,67,0,0,0,2,1519
2,1,3,0,0,0,2,1520
0,0,0,0,0,0,2,1521
3,5,8,0,0,0,2,1522
3,8,11,1,0,1,2,1523
0,0,0,0,0,0,2,1524
3,0,3,0,0,0,2,1525
2,0,2,0,0,0,2,1526
0,1,1,0,0,0,2,1527
5,8,13,0,0,0,2,1528
3,2,5,0,0,0,2,1529
0,0,0,-234,-240,-474,2,1530
2,1,3,0,0,0,2,1531
5,1,6,0,0,0,2,1532
2,2,4,0,1,1,2,1533
2,0,2,1,0,1,2,1534
0,0,0,0,0,0,2,1535
0,0,0,0,0,0,2,1536
0,1,1,0,0,0,2,1537
2,2,4,0,0,0,2,1538
0,0,0,-5,-1,-6,2,1539
3,2,5,0,0,0,2,1540
0,2,2,0,0,0,2,1541
2,3,5,0,0,0,2,1542
1,1,2,0,0,0,2,1543
1,1,2,0,0,0,2,1544
0,1,1,0,1,1,2,1545
1,1,2,1,0,1,2,1546
3,0,3,0,0,0,2,1547
2,0,2,0,0,0,2,1548
6,1,7,0,0,0,2,1549
25,12,37,0,0,0,2,1550
13,4,17,0,0,0,2,1551
1,0,1,0,0,0,2,1552
3,5,8,0,0,0,2,1553
1,1,2,0,0,0,2,1554
0,0,0,0,0,0,2,1555
3,1,4,0,0,0,2,1556
5,1,6,0,0,0,2,1557
1,0,1,0,0,0,2,1558
2,0,2,1,0,1,2,1559
2,1,3,0,0,0,2,1560
7,0,7,0,0,0,2,1561
2,0,2,0,0,0,2,1562
0,2,2,0,0,0,2,1563
2,0,2,1,0,1,2,1564
2,3,5,1,0,1,2,1565
6,8,14,0,1,1,2,1566
0,0,0,0,0,0,2,1567
6,1,7,0,0,0,2,1568
0,4,4,0,0,0,2,1569
0,2,2,0,0,0,2,1570
4,5,9,0,1,1,2,1571
38,34,72,0,0,0,2,1572
19,12,31,2,0,2,2,1573
7,1,8,0,0,0,2,1574
1,2,3,0,0,0,2,1575
4,4,8,0,0,0,2,1576
0,0,0,0,0,0,2,1577
1,1,2,1,0,1,2,1578
5,1,6,0,0,0,2,1579
0,0,0,0,0,0,2,1580
2,4,6,1,1,2,2,1581
0,2,2,0,0,0,2,1582
2,4,6,0,0,0,2,1583
5,6,11,0,0,0,2,1584
0,0,0,0,0,0,2,1585
1,2,3,0,0,0,2,1586
4,7,11,0,0,0,2,1587
0,1,1,0,0,0,2,1588
1,0,1,0,0,0,2,1589
0,0,0,0,0,0,2,1590
2,0,2,1,0,1,2,1591
1,0,1,0,0,0,2,1592
1,0,1,0,0,0,2,1593
2,5,7,0,0,0,2,1594
1,0,1,0,0,0,2,1595
1,7,8,0,0,0,2,1596
6,1,7,0,0,0,2,1597
2,0,2,0,0,0,2,1598
7,1,8,0,0,0,2,1599
283,89,372,2,2,4,2,1600
19,11,30,0,0,0,2,1601
35,25,60,8,4,12,2,1602
6,0,6,0,0,0,2,1603
1,0,1,0,0,0,2,1604
6,2,8,0,0,0,2,1605
2,0,2,0,0,0,2,1606
8,1,9,0,0,0,2,1607
1,4,5,0,0,0,2,1608
0,0,0,0,0,0,2,1609
2,0,2,0,0,0,2,1610
0,0,0,0,0,0,2,1611
0,0,0,0,0,0,2,1612
1,0,1,0,0,0,2,1613
6,0,6,0,0,0,2,1614
2,0,2,0,0,0,2,1615
0,0,0,0,0,0,2,1616
4,0,4,1,0,1,2,1617
4,13,17,0,0,0,2,1618
3,2,5,0,0,0,2,1619
4,3,7,0,0,0,2,1620
3,1,4,0,0,0,2,1621
1,0,1,0,0,0,2,1622
2,2,4,0,0,0,2,1623
0,0,0,0,0,0,2,1624
2,2,4,0,0,0,2,1625
4,2,6,0,0,0,2,1626
3,0,3,0,0,0,2,1627
1,7,8,0,0,0,2,1628
2,1,3,0,0,0,2,1629
2,3,5,0,0,0,2,1630
2,0,2,0,0,0,2,1631
2,0,2,0,0,0,2,1632
4,0,4,0,0,0,2,1633
3,0,3,0,0,0,2,1634
0,0,0,0,0,0,2,1635
4,3,7,0,0,0,2,1636
3,1,4,1,0,1,2,1637
1,1,2,0,0,0,2,1638
4,1,5,0,0,0,2,1639
0,0,0,-4,0,-4,2,1640
2,2,4,0,0,0,2,1641
0,2,2,0,0,0,2,1642
2,1,3,0,0,0,2,1643
0,0,0,0,0,0,2,1644
9,5,14,0,0,0,2,1645
0,0,0,0,0,0,2,1646
0,2,2,0,1,1,2,1647
0,0,0,0,0,0,2,1648
4,3,7,0,0,0,2,1649
8,1,9,0,0,0,2,1650
17,7,24,0,0,0,2,1651
7,2,9,0,0,0,2,1652
1,1,2,0,0,0,2,1653
1,0,1,0,0,0,2,1654
1,1,2,0,0,0,2,1655
1,0,1,0,0,0,2,1656
3,2,5,0,0,0,2,1657
0,0,0,0,0,0,2,1658
7,2,9,0,0,0,2,1659
1,2,3,1,0,1,2,1660
1,0,1,1,0,1,2,1661
2,0,2,1,0,1,2,1662
0,0,0,-1,-2,-3,2,1663
2,0,2,0,0,0,2,1664
6,8,14,0,3,3,2,1665
1,0,1,0,0,0,2,1666
0,0,0,0,0,0,2,1667
4,1,5,0,0,0,2,1668
6,2,8,0,0,0,2,1669
6,2,8,0,0,0,2,1670
1,0,1,0,0,0,2,1671
0,0,0,0,0,0,2,1672
5,2,7,0,0,0,2,1673
5,2,7,0,0,0,2,1674
13,5,18,0,1,1,2,1675
1,0,1,0,0,0,2,1676
5,7,12,0,1,1,2,1677
2,0,2,0,0,0,2,1678
8,3,11,0,0,0,2,1679
0,0,0,0,0,0,2,1680
2,2,4,0,0,0,2,1681
1,2,3,0,0,0,2,1682
0,4,4,0,0,0,2,1683
53,84,137,0,0,0,2,1684
15,77,92,0,4,4,2,1685
1,2,3,0,0,0,2,1686
0,2,2,0,0,0,2,1687
62,49,111,1,2,3,2,1688
1,1,2,1,0,1,2,1689
0,1,1,0,0,0,2,1690
0,0,0,-2,-1,-3,2,1691
9,3,12,0,0,0,2,1692
1,2,3,0,0,0,2,1693
1,2,3,0,0,0,2,1694
70,98,168,3,3,6,2,1695
0,0,0,0,0,0,2,1696
1,0,1,0,0,0,2,1697
2,0,2,0,0,0,2,1698
0,2,2,0,0,0,2,1699
7,11,18,0,0,0,2,1700
1,1,2,0,0,0,2,1701
0,4,4,0,0,0,2,1702
1,1,2,0,0,0,2,1703
121,65,186,5,2,7,2,1704
5,4,9,0,0,0,2,1705
3,2,5,0,0,0,2,1706
0,0,0,0,0,0,2,1707
16,16,32,0,1,1,2,1708
3,5,8,0,0,0,2,1709
0,2,2,0,0,0,2,1710
7,2,9,2,0,2,2,1711
2,1,3,0,0,0,2,1712
2,0,2,0,0,0,2,1713
2,0,2,0,0,0,2,1714
3,0,3,1,0,1,2,1715
74,36,110,9,1,10,2,1716
0,0,0,0,0,0,2,1717
0,1,1,0,0,0,2,1718
0,2,2,0,0,0,2,1719
7,2,9,5,2,7,2,1720
2,1,3,0,0,0,2,1721
10,21,31,0,0,0,2,1722
0,0,0,0,0,0,2,1723
4,1,5,0,1,1,2,1724
2,1,3,0,0,0,2,1725
3,2,5,0,1,1,2,1726
6,2,8,0,0,0,2,1727
33,8,41,0,0,0,2,1728
2,3,5,0,0,0,2,1729
0,0,0,0,0,0,2,1730
1,1,2,0,0,0,2,1731
0,0,0,0,0,0,2,1732
1,1,2,0,0,0,2,1733
2,0,2,0,0,0,2,1734
1,0,1,0,0,0,2,1735
2,2,4,0,0,0,2,1736
2,0,2,0,0,0,2,1737
4,3,7,0,0,0,2,1738
2,1,3,0,0,0,2,1739
0,1,1,0,0,0,2,1740
7,2,9,0,0,0,2,1741
6,2,8,0,0,0,2,1742
1,0,1,0,0,0,2,1743
1,0,1,0,0,0,2,1744
0,0,0,0,0,0,2,1745
1,0,1,0,0,0,2,1746
0,0,0,-3,0,-3,2,1747
0,1,1,0,0,0,2,1748
0,3,3,0,0,0,2,1749
0,1,1,0,1,1,2,1750
2,1,3,0,0,0,2,1751
0,0,0,0,0,0,2,1752
7,7,14,0,0,0,2,1753
109,131,240,1,2,3,2,1754
3,3,6,0,0,0,2,1755
1,1,2,0,0,0,2,1756
0,0,0,0,0,0,2,1757
2,0,2,0,0,0,2,1758
5,8,13,1,2,3,2,1759
3,0,3,0,0,0,2,1760
6,2,8,0,0,0,2,1761
0,0,0,-4,0,-4,2,1762
1,2,3,0,0,0,2,1763
2,2,4,0,0,0,2,1764
0,1,1,0,0,0,2,1765
3,1,4,1,0,1,2,1766
1,0,1,0,0,0,2,1767
0,1,1,0,0,0,2,1768
0,0,0,0,0,0,2,1769
4,0,4,0,0,0,2,1770
10,12,22,1,1,2,2,1771
4,0,4,1,0,1,2,1772
0,2,2,0,0,0,2,1773
1,1,2,0,0,0,2,1774
12,25,37,1,2,3,2,1775
9,8,17,0,0,0,2,1776
4,1,5,1,0,1,2,1777
0,1,1,0,0,0,2,1778
3,0,3,0,0,0,2,1779
2,0,2,0,0,0,2,1780
1,1,2,0,0,0,2,1781
3,0,3,0,0,0,2,1782
1,0,1,0,0,0,2,1783
5,3,8,0,0,0,2,1784
35,12,47,0,0,0,2,1785
1,3,4,1,1,2,2,1786
7,2,9,0,0,0,2,1787
1,0,1,0,0,0,2,1788
0,1,1,0,0,0,2,1789
3,2,5,0,0,0,2,1790
0,4,4,0,0,0,2,1791
1,1,2,0,0,0,2,1792
0,0,0,0,0,0,2,1793
1,2,3,0,0,0,2,1794
0,0,0,0,0,0,2,1795
150,60,210,7,2,9,2,1796
4,0,4,1,0,1,2,1797
0,0,0,0,0,0,2,1798
21,3,24,0,0,0,2,1799
20,9,29,0,0,0,2,1800
1,3,4,0,0,0,2,1801
1,1,2,0,0,0,2,1802
6,1,7,0,0,0,2,1803
3,2,5,0,0,0,2,1804
16,3,19,1,0,1,2,1805
0,0,0,0,0,0,2,1806
5,4,9,0,0,0,2,1807
9,6,15,0,0,0,2,1808
0,0,0,0,0,0,2,1809
1,0,1,0,0,0,2,1810
0,1,1,0,0,0,2,1811
0,0,0,0,0,0,2,1812
0,2,2,0,0,0,2,1813
6,18,24,0,0,0,2,1814
0,1,1,0,0,0,2,1815
6,7,13,0,0,0,2,1816
1,0,1,0,0,0,2,1817
3,1,4,0,0,0,2,1818
3,5,8,0,0,0,2,1819
1,3,4,0,0,0,2,1820
8,18,26,0,0,0,2,1821
0,5,5,0,1,1,2,1822
75,33,108,0,0,0,2,1823
5,1,6,0,0,0,2,1824
6,1,7,0,0,0,2,1825
8,3,11,0,1,1,2,1826
0,3,3,0,0,0,2,1827
5,1,6,0,0,0,2,1828
0,0,0,0,0,0,2,1829
11,9,20,1,1,2,2,1830
0,1,1,0,0,0,2,1831
1,0,1,0,0,0,2,1832
0,0,0,0,0,0,2,1833
5,2,7,0,0,0,2,1834
2,0,2,0,0,0,2,1835
4,1,5,0,0,0,2,1836
1,0,1,0,0,0,2,1837
2,0,2,0,0,0,2,1838
1,1,2,0,0,0,2,1839
16,12,28,0,0,0,2,1840
5,2,7,0,0,0,2,1841
1,4,5,0,0,0,2,1842
11,7,18,0,0,0,2,1843
0,0,0,0,0,0,2,1844
5,6,11,0,0,0,2,1845
0,1,1,0,1,1,2,1846
0,1,1,0,1,1,2,1847
5,0,5,0,0,0,2,1848
31,12,43,0,0,0,2,1849
1,0,1,1,0,1,2,1850
2,0,2,0,0,0,2,1851
0,0,0,0,0,0,2,1852
3,1,4,0,0,0,2,1853
7,4,11,0,0,0,2,1854
3,2,5,0,0,0,2,1855
4,0,4,0,0,0,2,1856
3,3,6,1,1,2,2,1857
8,5,13,0,1,1,2,1858
0,1,1,0,0,0,2,1859
0,0,0,0,0,0,2,1860
0,0,0,0,0,0,2,1861
1,0,1,0,0,0,2,1862
0,0,0,0,0,0,2,1863
2,0,2,0,0,0,2,1864
0,0,0,-4,0,-4,2,1865
1,0,1,1,0,1,2,1866
2,2,4,0,0,0,2,1867
3,1,4,0,0,0,2,1868
1,0,1,0,0,0,2,1869
19,35,54,1,1,2,2,1870
0,0,0,0,0,0,2,1871
8,3,11,1,1,2,2,1872
4,0,4,0,0,0,2,1873
2,1,3,0,0,0,2,1874
5,1,6,0,0,0,2,1875
1,0,1,0,0,0,2,1876
0,1,1,0,0,0,2,1877
1,1,2,0,0,0,2,1878
4,6,10,0,1,1,2,1879
6,1,7,0,0,0,2,1880
1,3,4,0,0,0,2,1881
4,0,4,0,0,0,2,1882
0,1,1,0,1,1,2,1883
20,11,31,0,0,0,2,1884
1,0,1,0,0,0,2,1885
0,1,1,0,0,0,2,1886
26,7,33,8,0,8,2,1887
12,7,19,0,0,0,2,1888
6,3,9,0,1,1,2,1889
0,0,0,0,0,0,2,1890
6,2,8,0,0,0,2,1891
7,2,9,0,0,0,2,1892
2,3,5,0,0,0,2,1893
7,1,8,0,0,0,2,1894
2,0,2,0,0,0,2,1895
6,21,27,0,0,0,2,1896
7,1,8,0,0,0,2,1897
1,1,2,0,0,0,2,1898
1,3,4,0,0,0,2,1899
4,3,7,0,1,1,2,1900
4,3,7,0,0,0,2,1901
0,0,0,-5,-1,-6,2,1902
0,0,0,0,0,0,2,1903
11,13,24,0,0,0,2,1904
1,0,1,0,0,0,2,1905
3,1,4,0,0,0,2,1906
4,0,4,0,0,0,2,1907
1,6,7,0,0,0,2,1908
1,1,2,0,0,0,2,1909
0,1,1,0,0,0,2,1910
2,3,5,0,0,0,2,1911
2,0,2,0,0,0,2,1912
6,0,6,1,0,1,2,1913
11,0,11,0,0,0,2,1914
5,0,5,0,0,0,2,1915
3,0,3,1,0,1,2,1916
2,1,3,0,0,0,2,1917
4,12,16,0,2,2,2,1918
57,23,80,8,2,10,2,1919
1,1,2,0,0,0,2,1920
2,5,7,0,1,1,2,1921
3,0,3,0,0,0,2,1922
16,9,25,1,0,1,2,1923
65,45,110,0,0,0,2,1924
7,2,9,0,0,0,2,1925
1,2,3,1,0,1,2,1926
19,10,29,1,0,1,2,1927
2,0,2,0,0,0,2,1928
3,2,5,1,0,1,2,1929
3,0,3,0,0,0,2,1930
5,2,7,1,0,1,2,1931
10,3,13,0,0,0,2,1932
13,5,18,1,0,1,2,1933
1,4,5,0,0,0,2,1934
1,0,1,0,0,0,2,1935
4,4,8,0,1,1,2,1936
3,1,4,0,0,0,2,1937
10,3,13,0,0,0,2,1938
6,10,16,0,0,0,2,1939
4,2,6,0,0,0,2,1940
4,4,8,0,0,0,2,1941
15,4,19,0,0,0,2,1942
4,2,6,0,0,0,2,1943
13,4,17,0,0,0,2,1944
0,3,3,0,0,0,2,1945
2,4,6,0,2,2,2,1946
2,4,6,0,0,0,2,1947
7,6,13,0,0,0,2,1948
1,4,5,0,0,0,2,1949
11,9,20,1,1,2,2,1950
37,29,66,1,6,7,2,1951
15,11,26,0,0,0,2,1952
0,0,0,0,0,0,2,1953
0,0,0,0,0,0,2,1954
1,1,2,0,0,0,2,1955
3,4,7,0,0,0,2,1956
7,2,9,0,0,0,2,1957
2,5,7,0,0,0,2,1958
2,1,3,0,0,0,2,1959
2,0,2,0,0,0,2,1960
1,1,2,0,0,0,2,1961
1,0,1,0,0,0,2,1962
2,4,6,0,0,0,2,1963
2,1,3,0,0,0,2,1964
0,0,0,0,0,0,2,1965
10,5,15,0,1,1,2,1966
1,0,1,0,0,0,2,1967
1,0,1,0,0,0,2,1968
3,5,8,0,0,0,2,1969
0,2,2,0,0,0,2,1970
0,0,0,0,0,0,2,1971
80,22,102,2,2,4,2,1972
6,0,6,0,0,0,2,1973
6,3,9,0,0,0,2,1974
0,0,0,0,0,0,2,1975
7,0,7,0,0,0,2,1976
2,4,6,0,0,0,2,1977
15,23,38,0,2,2,2,1978
2358,3207,5565,134,187,321,2,1979
1209,2159,3368,15,48,63,2,1980
179,108,287,10,3,13,2,1981
512,1462,1974,36,111,147,2,1982
943,2725,3668,26,102,128,2,1983
30,57,87,0,2,2,2,1984
15,31,46,0,0,0,2,1985
1280,1231,2511,56,52,108,2,1986
2234,5103,7337,79,139,218,2,1987
14,5,19,0,1,1,2,1988
128,62,190,10,1,11,2,1989
327,240,567,8,7,15,2,1990
62,8,70,4,0,4,2,1991
78,94,172,3,5,8,2,1992
73,144,217,5,7,12,2,1993
191,254,445,9,11,20,2,1994
364,283,647,21,19,40,2,1995
62,74,136,1,0,1,2,1996
119,178,297,16,25,41,2,1997
7,14,21,0,0,0,2,1998
6,15,21,0,0,0,2,1999
17,10,27,0,0,0,2,2000
32,2,34,0,0,0,2,2001
4,1,5,0,0,0,2,2002
38,4,42,0,0,0,2,2003
12,7,19,0,1,1,2,2004
3,6,9,0,0,0,2,2005
0,2,2,0,0,0,2,2006
0,0,0,0,0,0,2,2007
2,0,2,0,0,0,2,2008
18,13,31,1,3,4,2,2009
3,2,5,0,0,0,2,2010
0,1,1,0,0,0,2,2011
1,0,1,0,0,0,2,2012
1,5,6,0,0,0,2,2013
3196,3111,6307,90,59,149,2,2014
458,508,966,12,14,26,2,2015
246,190,436,3,4,7,2,2016
219,178,397,3,5,8,2,2017
83,56,139,4,2,6,2,2018
0,0,0,-26,-63,-89,2,2019
14,9,23,3,0,3,2,2020
60,38,98,0,4,4,2,2021
137,193,330,8,7,15,2,2022
0,0,0,-355,-317,-672,2,2023
187,172,359,17,11,28,2,2024
390,334,724,39,31,70,2,2025
16,5,21,1,0,1,2,2026
11,9,20,3,1,4,2,2027
1,2,3,0,0,0,2,2028
0,2,2,0,0,0,2,2029
129,41,170,7,6,13,2,2030
15,5,20,0,0,0,2,2031
11,7,18,0,0,0,2,2032
1,4,5,0,0,0,2,2033
59,108,167,2,1,3,2,2034
34,21,55,1,1,2,2,2035
20,12,32,0,0,0,2,2036
4,2,6,0,0,0,2,2037
9,6,15,0,0,0,2,2038
6,8,14,0,0,0,2,2039
2,2,4,0,0,0,2,2040
25,12,37,0,0,0,2,2041
2,2,4,0,0,0,2,2042
21,23,44,1,1,2,2,2043
2292,5256,7548,121,201,322,2,2044
70,54,124,1,2,3,2,2045
9,7,16,2,2,4,2,2046
1,2,3,0,0,0,2,2047
2,0,2,0,0,0,2,2048
3,1,4,0,0,0,2,2049
2,2,4,0,0,0,2,2050
0,4,4,0,0,0,2,2051
407,439,846,156,155,311,2,2052
96,87,183,28,21,49,2,2053
103,166,269,38,41,79,2,2054
135,205,340,30,20,50,2,2055
486,379,865,301,307,608,2,2056
25,21,46,5,9,14,2,2057
0,0,0,0,0,0,2,2058
5,1,6,1,0,1,2,2059
1,4,5,0,0,0,2,2060
0,1,1,0,0,0,2,2061
2,0,2,0,0,0,2,2062
14,43,57,2,8,10,2,2063
0,1,1,0,0,0,2,2064
2,2,4,0,0,0,2,2065
13,3,16,0,0,0,2,2066
6,8,14,0,0,0,2,2067
40,104,144,3,5,8,2,2068
12,21,33,0,1,1,2,2069
0,1,1,0,0,0,2,2070
4,4,8,0,1,1,2,2071
1,2,3,0,0,0,2,2072
0,1,1,0,0,0,2,2073
90,403,493,10,27,37,2,2074
1,2,3,0,0,0,2,2075
2,0,2,0,0,0,2,2076
0,0,0,0,0,0,2,2077
0,4,4,0,0,0,2,2078
11,5,16,0,0,0,2,2079
16,36,52,0,2,2,2,2080
6718,11987,18705,321,517,838,2,2081
0,0,0,0,0,0,2,2082
0,1,1,0,0,0,2,2083
0,0,0,0,0,0,2,2084
0,1,1,0,0,0,2,2085
0,0,0,0,0,0,2,2086
0,1,1,0,0,0,2,2087
9,13,22,0,1,1,2,2088
1,0,1,0,0,0,2,2089
2,12,14,0,2,2,2,2090
1,2,3,0,0,0,2,2091
2,4,6,0,0,0,2,2092
0,0,0,0,0,0,2,2093
0,2,2,0,0,0,2,2094
0,0,0,0,0,0,2,2095
0,0,0,0,0,0,2,2096
0,1,1,0,0,0,2,2097
0,0,0,0,0,0,2,2098
0,1,1,0,0,0,2,2099
1,4,5,0,0,0,2,2100
2,0,2,0,0,0,2,2101
0,0,0,0,0,0,2,2102
1,0,1,0,0,0,2,2103
0,0,0,0,0,0,2,2104
3,5,8,1,2,3,2,2105
0,0,0,0,0,0,2,2106
0,1,1,0,0,0,2,2107
1,0,1,0,0,0,2,2108
0,1,1,0,0,0,2,2109
1,2,3,1,1,2,2,2110
5,31,36,1,3,4,2,2111
0,0,0,0,0,0,2,2112
0,0,0,0,0,0,2,2113
1,1,2,0,0,0,2,2114
0,0,0,0,0,0,2,2115
0,0,0,0,0,0,2,2116
2,2,4,0,0,0,2,2117
0,0,0,0,0,0,2,2118
0,0,0,0,0,0,2,2119
1,0,1,0,0,0,2,2120
0,0,0,0,0,0,2,2121
0,1,1,0,0,0,2,2122
0,0,0,0,0,0,2,2123
1,0,1,0,0,0,2,2124
0,2,2,0,0,0,2,2125
0,0,0,0,0,0,2,2126
0,0,0,0,0,0,2,2127
0,0,0,0,0,0,2,2128
0,2,2,0,0,0,2,2129
0,2,2,0,0,0,2,2130
0,0,0,0,0,0,2,2131
0,1,1,0,0,0,2,2132
0,1,1,0,0,0,2,2133
0,0,0,0,0,0,2,2134
0,0,0,0,0,0,2,2135
2,2,4,0,0,0,2,2136
1,0,1,0,0,0,2,2137
0,1,1,0,0,0,2,2138
0,0,0,0,0,0,2,2139
0,0,0,0,0,0,2,2140
40,31,71,1,0,1,2,2141
141,109,250,7,8,15,2,2142
15,5,20,0,0,0,2,2143
5,3,8,0,0,0,2,2144
23,7,30,1,1,2,2,2145
15,4,19,0,0,0,2,2146
47,55,102,3,2,5,2,2147
28,54,82,2,2,4,2,2148
11,32,43,0,0,0,2,2149
255,440,695,17,40,57,2,2150
